id	name	alias	fl
5817-1	Johann George W. Luehmann	Johann George W. Luehmann	1843-1904
5818-1	Carlyle August Luer	Carlyle August Luer	1922-
5819-1	George Mather Luer	George Mather Luer	1955-
5820-1	Christian Luerssen	Christian Luerssen	1843-1916
5821-1	Hermann Lüscher	Hermann Lüscher|Frederick Hermann Lüscher	1859-1920
5824-1	Philipp von Luetzelburg	Philipp von Luetzelburg	1880-1948
5827-1	Marie Dominique Luizet	Marie Dominique Luizet	1851-1930
5829-1	Athanase de Lukmanoff	Athanase de Lukmanoff	fl. 1889
5832-1	István(Stephan) Lumnitzer	István(Stephan) Lumnitzer	1750-1806
5833-1	John Lunan	John Lunan	c. 1771-1839
5836-1	Nils (Nicolai) Lund	Nils (Nicolai) Lund|Nicolai Lund	1814-1847
5837-1	Peter Wilhelm Lund	Peter Wilhelm Lund	1801-1880
5838-1	Cyrus Longworth Lundell	Cyrus Longworth Lundell	1907-1994
5842-1	Carl-Fredrik Lundevall	Carl-Fredrik Lundevall	1921-
5844-1	Johan Daniel Lundmark	Johan Daniel Lundmark	1755-1792
5846-1	Axel Nicolaus Lundström	Axel Nicolaus Lundström	1847-1905
5847-1	Carl Erik Lundström	Carl Erik Lundström	1882-
5848-1	Joël Lunell	Joël Lunell	1851-1920
5854-1	Bertha Maria Julia Lutz	Bertha Maria Julia Lutz	1894-
5859-1	Gina Luzzatto	Gina Luzzatto	fl. 1934
5860-1	Algirdas Lekavičius	Algirdas Lekavičius|A.A. Lyakavichyus|Algirdas Lekavichyius	1921-1999
5861-1	David Lyall	David Lyall	1817-1895
5862-1	Kaare Arnstein Lye	Kaare Arnstein Lye	1940-
5863-1	Károly Lyka	Károly Lyka	1869-1965
5865-1	Richard Irwin Lynch	Richard Irwin Lynch	1850-1924
5870-1	Albert Brown Lyons	Albert Brown Lyons	1841-1926
5871-1	Israel Lyons	Israel Lyons	1739-1775
5875-1	Yu Chuan Ma	Yu Chuan Ma|Yuquan Ma	1916-
5879-1	Paulus Johannes Maria Maas	Paulus Johannes Maria Maas	1939-
5881-1	David John Mabberley	David John Mabberley	1948-
5882-1	Jules Paul Mabille	Jules Paul Mabille	1835-1923
5887-1	Waldo Lee McAtee	Waldo Lee McAtee	1883-1962
5888-1	James Macbride	James Macbride	1784-1817
5889-1	James Francis Macbride	James Francis Macbride	1892-1976
5891-1	Bruce MacBryde	Bruce MacBryde	1941-
5894-1	Yale Mervin Charles McCann	Yale Mervin Charles McCann	1899-1980
5900-1	John McClelland	John McClelland|John M'Clelland	1805-1883
5901-1	David Charles McClintock	David Charles McClintock	1913-2001
5902-1	Elizabeth May McClintock	Elizabeth May McClintock	1912-2004
5903-1	Floyd Alonzo McClure	Floyd Alonzo McClure	1897-1970
5905-1	Scott McCoy	Scott McCoy	1897-
5907-1	G. McCue	G. McCue	fl. 1960
5914-1	James Macfadyen	James Macfadyen	1798-1850
5915-1	John Muirhead Macfarlane	John Muirhead Macfarlane	1855-1943
5916-1	James Brigham McFarlin	James Brigham McFarlin	1901-1969
5918-1	Donald John McGillivray	Donald John McGillivray	1935-2012
5922-1	Ernest Alexander McGregor	Ernest Alexander McGregor	1880-
5923-1	Ronald Leighton McGregor	Ronald Leighton McGregor	1919-2012
5924-1	Othon Xavier de Brito Machado	Othon Xavier de Brito Machado	1896-1951
5925-1	Edgardo Machado Cazorla	Edgardo Machado Cazorla	1938-
5927-1	B. Machatschki-Laurich	B. Machatschki-Laurich	fl. 1926
5931-1	Charles McIntosh	Charles McIntosh|Charles M'Intosh|Charles MacIntosh	1794-1864
5937-1	Bernard Mackensen	Bernard Mackensen	1863-1914
5938-1	Kenneth Kent Mackenzie	Kenneth Kent Mackenzie	1877-1934
5939-1	Ernest Norman McKie	Ernest Norman McKie	1882-1948
5942-1	Heinrich Christian Macklot	Heinrich Christian Macklot	1799-1832
5943-1	Robert Penfield McLaughlin	Robert Penfield McLaughlin	1898-
5946-1	George Macloskie	George Macloskie	1834-1919
5948-1	Bernard M'Mahon	Bernard M'Mahon|Bernard McMahon	c.1775-1816
5950-1	Howard Earnest McMinn	Howard Earnest McMinn	1891-1963
5952-1	William Ramsay McNab	William Ramsay McNab|William Ramsay MacNab|William Ramsay M'Nab	1844-1889
5953-1	Patrick Gordon McNeil	Patrick Gordon McNeil	1908-1986
5954-1	John McNeill	John McNeill	1933-
5956-1	John Richard Maconochie	John Richard Maconochie	1941-1984
5957-1	James Melville Macoun	James Melville Macoun	1862-1920
5960-1	Daniel Chambers Macreight	Daniel Chambers Macreight	1799-1856
5961-1	Rogers McVaugh	Rogers McVaugh	1909-2009
5964-1	Edward Madden	Edward Madden	1805-1856
5968-1	Fumio Maekawa	Fumio Maekawa	1908-1984
5969-1	Tokujirô(Tokijiro) Maekawa	Tokujirô(Tokijiro) Maekawa	1886-
5971-1	Yrjö Lauri Antero Mäkinen	Yrjö Lauri Antero Mäkinen	1931-
5973-1	Georg Friedrich Maerklin	Georg Friedrich Maerklin|Georg Friedrich Märklin	1761-1823
5974-1	Laurentius Josephus Gerardus (Jos) van der Maesen	Laurentius Josephus Gerardus (Jos) van der Maesen|Laurentius Josephus Gerardus van der Maesen	1944-
5978-1	Maurius Magalon	Maurius Magalon	fl. 1929
5979-1	Jean Henri Magne	Jean Henri Magne	1804-1885
5980-1	Charles Magnier	Charles Magnier	fl. 1882
5987-1	Lawrence K. Magrath	Lawrence K. Magrath	1943-2007
5988-1	Bassett Maguire	Bassett Maguire	1904-1991
5989-1	Jai Kisahn Maheshwari	Jai Kisahn Maheshwari	1931-
5990-1	William F. Mahler	William F. Mahler	1930-2013
5993-1	Pierre Néhémie Maillard	Pierre Néhémie Maillard	1813-1883
5997-1	Z.A. Majlun	Z.A. Majlun|Z.A. Mailun	fl. 1962
6001-1	René Charles Joseph Ernest Maire	René Charles Joseph Ernest Maire	1878-1949
6002-1	Ethel M. Mairet	Ethel M. Mairet	
6003-1	Thomas Douglas Maitland	Thomas Douglas Maitland	1885-1976
6006-1	A.A. Majorov	A.A. Majorov	1924-
6009-1	Nimai Chandra Majumdar	Nimai Chandra Majumdar	1932-2008
6010-1	Radha Binod Majumdar	Radha Binod Majumdar|R.B. Majumder	1928-
6013-1	Tomitarô Makino	Tomitarô Makino	1862-1957
6020-1	Ramón Peñafort Malagarriga	Ramón Peñafort Malagarriga|Teodoro Malagarriga|Ramón de Peñafort Malagarriga Heras|Luis Teodoro|Ramón de Peñafort Malagarriga Heras	1904-1990
6022-1	François Malaisse	François Malaisse	1934-
6025-1	Janina Małecka	Janina Małecka	1926-1991
6026-1	Vladimir Petrovic Maleev	Vladimir Petrovic Maleev	1894-1941
6030-1	Krishna Chandra Malick	Krishna Chandra Malick	1938-2016
6032-1	Louis Jules Ernst Malinvaud	Louis Jules Ernst Malinvaud	1836-1913
6036-1	Anders Johan Malmgren	Anders Johan Malmgren	1834-1897
6041-1	Malte Oscar Malte	Malte Oscar Malte	1880-1933
6046-1	Karl Franz Josef Malý	Karl Franz Josef Malý	1874-1951
6047-1	Leonid I. Malysev	Leonid I. Malysev|Leonid Ivanovicz Malyshev|Leonid Ivanovich Malyschev	1931-
6048-1	K.G. Malyutin	K.G. Malyutin	fl. 1972
6049-1	E.T. Malyutina	E.T. Malyutina	1930-
6054-1	Ida P. Mandenova	Ida P. Mandenova	1907-1995
6055-1	Karl Mandl	Karl Mandl	1891-1989
6057-1	Giuseppe Manetti	Giuseppe Manetti	fl. 1831-1858
6058-1	Xaverio Manetti	Xaverio Manetti|Saverio Manetti	1723-1785
6061-1	Paul Christoph Mangelsdorf	Paul Christoph Mangelsdorf	1899-1989
6066-1	Émile Etienne Manguin	Émile Etienne Manguin	1893-1966
6067-1	Kattungal Subramaniam Manilal	Kattungal Subramaniam Manilal	1938-
6070-1	Gustav Mann	Gustav Mann	1836-1916
6075-1	Wayne Eyer Manning	Wayne Eyer Manning	1899-2004
6082-1	Wessel Marais	Wessel Marais	1929-2013
6084-1	Giovanni Francesco Maratti	Giovanni Francesco Maratti|Gio. Francesco Maratti|Joannis Francisci Maratti	1723-1777
6085-1	Adeodato Francisco Marcet y Poal	Adeodato Francisco Marcet y Poal	1875-1964
6086-1	Georg Marcgrave	Georg Marcgrave|Georg Marcgraf|Georg Marcgravius|Georg Marggraf	1610-1644
6089-1	Nestor Léon Marchand	Nestor Léon Marchand	1833-1911
6090-1	C.J. Marchant	C.J. Marchant	fl. 1973
6095-1	Brian Marcks	Brian Marcks	fl. 1974
6097-1	Antonio Marcos Pascual	Antonio Marcos Pascual|Antonio Marcos Pascual	1900-
6099-1	Randolph Barnes Marcy	Randolph Barnes Marcy	1812-1887
6100-1	Paul Marès	Paul Marès	1826-1900
6103-1	Henri Margot	Henri Margot	1807-1894
6104-1	Antoine-Fortuné Marion	Antoine-Fortuné Marion	1846-1900
6107-1	Joaquim de Mariz	Joaquim de Mariz|Joaquim de Mariz	1847-1916
6109-1	Friedrich Markgraf	Friedrich Markgraf|Friedrich Marcgraf	1897-1987
6110-1	Ingeborg Markgraf-Dannenberg	Ingeborg Markgraf-Dannenberg|Markgraf Ingeborg Dannenberg	1911-1996
6112-1	George Gunnar Marklund	George Gunnar Marklund	1892-1964
6114-1	M. Markova	M. Markova	fl. 1973
6115-1	Marie-Louise Spirlet	Marie-Louise Spirlet|Marie-Louise Marlier-Spirlet|Marie Marlier-Spirlet	1918-1966
6116-1	Hermann Wilhelm Rudolf Marloth	Hermann Wilhelm Rudolf Marloth	1855-1931
6119-1	Julien Marnier-Lapostolle	Julien Marnier-Lapostolle	1902-1976
6120-1	Robert Marnock	Robert Marnock	1800-1889
6122-1	Cecil Victor Boley Marquand	Cecil Victor Boley Marquand	1897-1943
6125-1	Nilda Marquete Ferreira da Silva	Nilda Marquete Ferreira da Silva|Nilda Marquete|Nilda Marquete Ferreira da Silva	fl. 1972-1987
6131-1	Eric Marsden-Jones	Eric Marsden-Jones	1887-1960
6134-1	Edward Shearburn Marshall	Edward Shearburn Marshall	1858-1919
6135-1	Humphry Marshall	Humphry Marshall	1722-1801
6141-1	Giovanni M. Marsili	Giovanni M. Marsili	1727-1794
6143-1	Theodor Friedrich Marsson	Theodor Friedrich Marsson	1816-1892
6150-1	Martin Martens	Martin Martens	1797-1863
6153-1	Clodomiro Fidel Segundo Marticorena	Clodomiro Fidel Segundo Marticorena	1929-2013
6155-1	Bernardin-Antoine Martin	Bernardin-Antoine Martin	1813-1897
6159-1	Robert Franklin Martin	Robert Franklin Martin	1910-
6165-1	Julien Victor de Martrin-Donos	Julien Victor de Martrin-Donos|Julien Victor de Martrin-Donos	1800-1870
6166-1	Jean Baptiste Henri Martinet	Jean Baptiste Henri Martinet	1840-
6167-1	Maximino Martínez	Maximino Martínez	1888-1964
6169-1	Giuseppe Martinoli	Giuseppe Martinoli	1911-1970
6170-1	Ivan Ivanovič Martinov	Ivan Ivanovič Martinov|Ivan Ivanovich Martynov|Jean Martinoff	1771-1833
6181-1	John Martyn	John Martyn	1699-1768
6186-1	Genkei Masamune	Genkei Masamune	1899-1993
6187-1	Francisco Masclans	Francisco Masclans|Francesc Masclans i Girvès	1905-2000
6190-1	Bruce R. Maslin	Bruce R. Maslin	1946-
6191-1	Charles Thomas Mason	Charles Thomas Mason	1918-2012
6194-1	Herbert Louis Mason	Herbert Louis Mason	1896-1994
6196-1	Silas Cheever Mason	Silas Cheever Mason	1857-1935
6205-1	Francis Masson	Francis Masson	1741-1805
6206-1	John White Masters	John White Masters	c.1792-1873
6207-1	Maxwell Tylden Masters	Maxwell Tylden Masters	1833-1907
6208-1	Imre Máthé	Imre Máthé	1911-1993 
6209-1	Brian Frederick Mathew	Brian Frederick Mathew	1936-
6210-1	Kunjamma Mathew	Kunjamma Mathew	fl. 1962
6213-1	William Mathews	William Mathews	1828-1901
6215-1	Mildred Esther Mathias	Mildred Esther Mathias	1906-1995
6219-1	Thérèse Mathou	Thérèse Mathou	1900-
6220-1	Albert Mathsson	Albert Mathsson	    -1898
6226-1	Lars Peter Reinhold Matsson	Lars Peter Reinhold Matsson	1870-1938
6231-1	Giovanni Ettore Mattei	Giovanni Ettore Mattei	1865-1943
6232-1	Johannes Mattfeld	Johannes Mattfeld	1895-1951
6233-1	Oscar R. Matthei	Oscar R. Matthei	1935-
6234-1	Charles Geekie Matthew	Charles Geekie Matthew	1862-1936
6243-1	Armando de Mattos	Armando de Mattos|Armando de Mattos Filho|Armando de Mattos Filho	fl. 1968
6244-1	Joáo Rodrigues de Mattos	Joáo Rodrigues de Mattos|Joáo Rodrigues de Mattos	1926-
6248-1	Eizi Matuda	Eizi Matuda	1894-1978
6249-1	Wladyslaw Matuszkiewicz	Wladyslaw Matuszkiewicz	1921-
6250-1	Vilmos Mátyás	Vilmos Mátyás	1910-1986
6253-1	Fedor Mihajlovič Mauer	Fedor Mihajlovič Mauer	1897-1963
6256-1	Benjamin Maund	Benjamin Maund	1790-1863
6257-1	Willibald Maurer	Willibald Maurer	1926-2016
6258-1	Ernesto Mauri	Ernesto Mauri	1791-1836
6259-1	Frère Mauricio	Frère Mauricio|Desiderio Arnaiz|Hermano Mauricio	fl. 1930-1933
6263-1	George Maw	George Maw	1832-1912
6268-1	William Ralph Maxon	William Ralph Maxon	1877-1948
6269-1	Richard Howard Maxwell	Richard Howard Maxwell	1926-
6270-1	James Dottin Maycock	James Dottin Maycock	    -1837
6274-1	Anton Mayer	Anton Mayer	1867-1951
6275-1	Ernest Mayer	Ernest Mayer	1920-2009
6282-1	Pallassana Vaithi Pattar Mayuranathan	Pallassana Vaithi Pattar Mayuranathan|Pallassana Vaithipattar Mayuranathan	1893-1939
6286-1	V.I. Mazkevich	V.I. Mazkevich	1896-1943
6289-1	Giovanni Mazzucato	Giovanni Mazzucato|Giovanni Mazzuccato	1787-1814
6291-1	James Austin Mears	James Austin Mears	1944-
6294-1	Ludwig Wallrad Medicus	Ludwig Wallrad Medicus	1771-1850
6296-1	Friedrich Kasimir Medikus	Friedrich Kasimir Medikus|Friedrich Casimir Medicus	1736-1808
6299-1	Jakob Sergejevitsch Medwedew	Jakob Sergejevitsch Medwedew|Jakob Sergejewitsch Medvedev|Yakob Sergeyevich Medvyedev	1847-1923
6301-1	Thomas Meehan	Thomas Meehan	1826-1901
6302-1	Nicolaas Meerburgh	Nicolaas Meerburgh	1734-1814
6304-1	Adrianus Dirk Jacob Meeuse	Adrianus Dirk Jacob Meeuse	1914-
6305-1	Bastiaan Jacob Dirk Meeuse	Bastiaan Jacob Dirk Meeuse	1916-1999
6306-1	Abramovic V.V. Meffert	Abramovic V.V. Meffert	
6308-1	K.L. Mehra	K.L. Mehra	fl. 1962
6311-1	Friedrich Carl Meigen	Friedrich Carl Meigen	1864-
6316-1	Robert Desmond Meikle	Robert Desmond Meikle	1923-
6319-1	Uta Meinhardt	Uta Meinhardt	fl. 1973
6321-1	Karl Friedrich Meinshausen	Karl Friedrich Meinshausen	1819-1899
6324-1	Jakob Meister	Jakob Meister	1850-1927
6328-1	Hans Melchior	Hans Melchior	1894-1984
6329-1	Aleksandre Melderis	Aleksandre Melderis	1909-1986
6332-1	Aleksander Pavlovich Melikyan	Aleksander Pavlovich Melikyan|A.P. Melikjan|A.P. Melikian	1935-2008
6333-1	Clayton Dissinger Mell	Clayton Dissinger Mell	1875-1945
6334-1	Peter Jacobus van Melle	Peter Jacobus van Melle|Peter Jacobus van Melle	1891-1953
6335-1	T.Lawrence Mellichamp	T.Lawrence Mellichamp|Larry Mellichamp	1935-
6341-1	Lionel Melvin	Lionel Melvin	fl. 1956
6342-1	Helmut Melzer	Helmut Melzer	1922-2011
6343-1	Edward Read Memminger	Edward Read Memminger	1856-1949
6344-1	Vladimir Levanovich Menabde	Vladimir Levanovich Menabde	1898-1981
6346-1	Eduardo José Santos Moreira Mendes	Eduardo José Santos Moreira Mendes	1924-2011
6351-1	Oscar Jacob Azancot de Meneses	Oscar Jacob Azancot de Meneses|Oscar J. Azancot de Meneses|Oscar J. Azancot de Menezes|Oscar J. Azancot de Meneses	1924-1994
6352-1	André Menet	André Menet	
6353-1	Carlos Azevedo de Menezes	Carlos Azevedo de Menezes|Carlos Azevedo de Meneses|Carlos Azevedo de Menezes|Carlos Azevedo de Menezes	1863-1928
6354-1	Nanuza Luiza de Menezes	Nanuza Luiza de Menezes|Nanuza Luiza de Menezes	1934-
6356-1	Ju.L.(G.) Menitsky	Ju.L.(G.) Menitsky|Yury L.(G.) Menitski	1937-2001
6358-1	Jacob Mennema	Jacob Mennema	1930-
6360-1	László Menyhárth	László Menyhárth|László Menyhárt|Ladislav Menyhárt|Ladislaus Menyhárth	1849-1897
6364-1	Y. Merchant	Y. Merchant	fl. 1963
6366-1	(Marie) Philippe Mercier	(Marie) Philippe Mercier	1781-1831
6370-1	Baltasar Merino	Baltasar Merino|P.Baltasar Merino y Román	1845-1917
6375-1	Clinton Hart Merriam	Clinton Hart Merriam	1855-1942
6376-1	Elmer Drew Merrill	Elmer Drew Merrill	1876-1956
6378-1	Franz Karl(Carl) Mertens	Franz Karl(Carl) Mertens	1764-1831
6380-1	Thomas Robert Mertens	Thomas Robert Mertens	1930-
6381-1	Frederick Ziervogel Van der Merwe	Frederick Ziervogel Van der Merwe|Frederick Ziervogel van der Merwe	1894-1968
6382-1	Jacoba Johanna Maria(?) Van der Merwe	Jacoba Johanna Maria(?) Van der Merwe|Jacoba Johanna Maria(?) van der Merwe	1946-
6383-1	Hermann Merxmüller	Hermann Merxmüller	1920-1988
6386-1	Josef Měsíček	Josef Měsíček	1932-1998
6387-1	Pearl R. Messmer	Pearl R. Messmer	
6389-1	Franklin Post Metcalf	Franklin Post Metcalf	1892-1955
6393-1	Georg Heinrich Mettenius	Georg Heinrich Mettenius	1823-1866
6394-1	Mary Clare Metz	Mary Clare Metz	1907-
6396-1	Johann Metzger	Johann Metzger	1789-1852
6400-1	A.A. Meunissier	A.A. Meunissier	1876-1947
6401-1	Franz Ferdinand Meurer	Franz Ferdinand Meurer	1809-1882
6404-1	Hermann Meusel	Hermann Meusel	1909-1997
6405-1	Ynes Enriquetta Julietta Mexia	Ynes Enriquetta Julietta Mexia	1870-1938
6411-1	Carl Anton (Andreevič) von Meyer	Carl Anton (Andreevič) von Meyer	1795-1855
6413-1	Ernst Heinrich Friedrich Meyer	Ernst Heinrich Friedrich Meyer	1791-1858
6417-1	Paul Gerhard Meyer	Paul Gerhard Meyer	1934-
6418-1	Rudolph Meyer	Rudolph Meyer	fl. 1896-1914
6419-1	Teodore Meyer	Teodore Meyer	1910-
6423-1	Octave Meyran	Octave Meyran	1858-1944
6424-1	Carl Christian Mez	Carl Christian Mez	1866-1944
6431-1	André Michaux	André Michaux	1746-1802
6435-1	Luigi Micheletti	Luigi Micheletti	1844-1912
6436-1	Marc Micheli	Marc Micheli	1844-1902
6442-1	Norbert Louis Michot	Norbert Louis Michot	1803-1887
6444-1	John Thomas Mickel	John Thomas Mickel	1934-
6446-1	W. Mieckley	W. Mieckley	
6449-1	Jacques Miège	Jacques Miège	1914-1993
6450-1	Joseph Miégeville	Joseph Miégeville	1819-1901
6452-1	John Miers	John Miers	1789-1879
6454-1	Hisao Migo	Hisao Migo	1900-
6459-1	Johann Christian Mikan	Johann Christian Mikan	1769-1844
6462-1	Shigeru Miki	Shigeru Miki	1901-1974
6468-1	Gottfried Wilhelm Johannes Mildbraed	Gottfried Wilhelm Johannes Mildbraed	1879-1954
6470-1	Julius Milde	Julius Milde	1824-1902
6471-1	R. Mildner	R. Mildner	fl. 1971
6474-1	Aníbal Roberto Millán	Aníbal Roberto Millán	1892-
6476-1	Luis(Louis,Aloysius) Mille	Luis(Louis,Aloysius) Mille	1873-1953
6478-1	Elihu Sanford Miller	Elihu Sanford Miller	1848-1940
6479-1	Gerrit Smith Miller	Gerrit Smith Miller	1869-1956
6480-1	John Frederick Miller	John Frederick Miller	1759-1796
6484-1	Oliphant Bell Miller	Oliphant Bell Miller	1882-1966
6485-1	Philip Miller	Philip Miller	1691-1771
6488-1	Wilhelm (William Tyler) Miller	Wilhelm (William Tyler) Miller	1869-1938
6489-1	William Miller	William Miller	c.1831-1898
6493-1	Colin Milne	Colin Milne	1743-1815
6495-1	Edgar Wolston Bertram Handsley Milne-Redhead	Edgar Wolston Bertram Handsley Milne-Redhead	1906-1996
6497-1	Geneviève Mimeur	Geneviève Mimeur	
6503-1	Nikolai Aleksandrovich Miniaev	Nikolai Aleksandrovich Miniaev|Nikolai Aleksandrovich Miniayev|Nikolai Aleksandrovich Minyaev	1909-
6507-1	Marcel Maurice Minod	Marcel Maurice Minod	1887-1939
6509-1	Friedrich Anton Wilhelm Miquel	Friedrich Anton Wilhelm Miquel	1811-1871
6510-1	Faustino Miranda	Faustino Miranda|Faustino Miranda González	1905-1964
6512-1	Charles François Brisseau de Mirbel	Charles François Brisseau de Mirbel|Charles François Brisseau de Mirbel	1776-1854
6513-1	Philippe Miré	Philippe Miré|Philippe Bruneau de Miré|Philippe de Miré	fl. 1956
6516-1	Nina Vasilevna Mirzoeva	Nina Vasilevna Mirzoeva|Nina Vasilevna Mirzojeva	1908-
6518-1	Pavel Ivanovich Misczenko	Pavel Ivanovich Misczenko|Pavel Ivanovich Mischenko	1869-1938
6519-1	Ernst Robert Missbach	Ernst Robert Missbach	1864-1938
6522-1	John Mitchell	John Mitchell	1711-1768
6531-1	Kingo Miyabe	Kingo Miyabe	1860-1951
6532-1	Tsutomu Miyake	Tsutomu Miyake	1880-
6535-1	Masami Mizushima	Masami Mizushima	1925-1972
6537-1	Sadegh Mobayen	Sadegh Mobayen|Sadegh Mobaven	1919-
6539-1	José Mariano Mociño	José Mariano Mociño|José Mariano Moziño Suarez de Figueroa	1757-1820
6543-1	Paul Heinrich Gerhard Möhring	Paul Heinrich Gerhard Möhring|Paul Heinrich Gerhard Moehring	1710-1792
6547-1	Hjalmar August Möller	Hjalmar August Möller|Hjalmar August Moeller	1866-1941
6554-1	Wilhelm Möschl	Wilhelm Möschl|Wilhelm Moeschl	1906-1980
6555-1	Walter Moeser	Walter Moeser	
6560-1	Robert H Mohlenbrock	Robert H Mohlenbrock	1931-
6564-1	Daniel Matthias Heinrich Mohr	Daniel Matthias Heinrich Mohr	1780-1808
6565-1	Nicolai (i Pedersen) Mohr	Nicolai (i Pedersen) Mohr	1742-1790
6566-1	William Whitmore Goodale Moir	William Whitmore Goodale Moir	1896-1985
6570-1	Harold Norman Moldenke	Harold Norman Moldenke	1909-1996
6572-1	José Fortunato Molfino	José Fortunato Molfino	1892-1964
6573-1	Antonio Molina	Antonio Molina|Antonio Molina Rositto	1926-2012
6574-1	Giovanni Ignazio (Juan Ignacio) Molina	Giovanni Ignazio (Juan Ignacio) Molina	1737-1829
6575-1	Amorós Eugenio Molinet	Amorós Eugenio Molinet	
6576-1	René Molinier	René Molinier	1899-1975
6582-1	William Mitchell Molyneux	William Mitchell Molyneux	1935-
6583-1	Yasuichi Momiyama	Yasuichi Momiyama	1904-2000
6584-1	Sizuo Momose	Sizuo Momose	1906-1968
6586-1	Joseph Vincent Monachino	Joseph Vincent Monachino	1911-1962
6587-1	Horace Woollaston Monckton	Horace Woollaston Monckton	1857-1931
6592-1	Auguste Monnier	Auguste Monnier	1800-
6594-1	Paul Camille Jacques Monnier	Paul Camille Jacques Monnier	1922-
6595-1	Théodore Monod	Théodore Monod	1902-2000
6596-1	Charles Monod de Froideville	Charles Monod de Froideville	1896-1978
6600-1	F.Jules Montandon	F.Jules Montandon	fl. 1856
6602-1	Justus Elias Montell	Justus Elias Montell	1869-1954
6603-1	Giuliano Montelucci	Giuliano Montelucci	1889-1983
6606-1	Xavier Montrouzier	Xavier Montrouzier	1820-1897
6608-1	M.Chevalier (de) Monville	M.Chevalier (de) Monville|Baron Hippolyte Boissel de Monville|Hippolyte Boissel Chevalier de Monville	1794-1863
6610-1	Alexander Moon	Alexander Moon	     -1825
6611-1	Albert Hanford Moore	Albert Hanford Moore	1883-
6612-1	Charles Moore	Charles Moore	1820-1905
6613-1	David Moore	David Moore|David Muir	1808-1879
6614-1	David Moresby Moore	David Moresby Moore	1933-2013
6618-1	Harold Emery Moore	Harold Emery Moore	1917-1980
6619-1	John William Moore	John William Moore	1901-
6620-1	Lucy Beatrice Moore	Lucy Beatrice Moore	1906-1987
6621-1	Raymond John Moore	Raymond John Moore	1916-1988
6622-1	Spencer Le Marchant Moore	Spencer Le Marchant Moore	1850-1931
6623-1	Thomas Moore	Thomas Moore	1821-1887
6624-1	Christian Horace Bénédict Alfred Moquin-Tandon	Christian Horace Bénédict Alfred Moquin-Tandon	1804-1863
6626-1	Antonio Artur Taborda de Morais	Antonio Artur Taborda de Morais|Antonio Artur Taborda de Morais|Antonio Artur Taborda de Morais	1900-1959
6627-1	Reid Venable Moran	Reid Venable Moran	1916-2010
6629-1	Iuliu Morariu	Iuliu Morariu	1905-1989
6630-1	Philippe Morat	Philippe Morat	1937-
6632-1	Elena V. Mordak	Elena V. Mordak	1934-
6635-1	Alexander Goodman More	Alexander Goodman More	1830-1895
6639-1	Charles Morel	Charles Morel	1793-?
6640-1	Francisque Morel	Francisque Morel	c.1849-1925
6641-1	Georges M. Morel	Georges M. Morel	1916-1973
6645-1	Giuseppe L. Moretti	Giuseppe L. Moretti	1782-1853
6647-1	Robert Morgan	Robert Morgan	1863-1900
6650-1	Antonio Mori	Antonio Mori	1847-1902
6651-1	Kunihiko Mori	Kunihiko Mori	1905-
6652-1	Scott A. Mori	Scott A. Mori	1941-
6653-1	Tamezô Mori	Tamezô Mori	1884-1962
6654-1	Pierre Gilles (Jules) Morière	Pierre Gilles (Jules) Morière	1817-1888
6656-1	Gilberto N. Morillo	Gilberto N. Morillo|Giberto Murillo	1944-
6661-1	Johann Wilhelm Karl Moritz	Johann Wilhelm Karl Moritz	1797-1866
6662-1	Otto Moritz	Otto Moritz	1904-1985
6664-1	Brian D. Morley	Brian D. Morley	1943-
6665-1	F.H.W. Morley	F.H.W. Morley	fl. 1983
6666-1	Thomas Morley	Thomas Morley	1917-2002
